week_start_date,week_end_date,employee_id,credits_used,sessions
12-01-2026,18-01-2026,NSF100741,"{""total_credits"":50,""Chat"":{""total_credits"":27,""LLM-instant"":23,""LLM-thinking"":3,""LLM-pro"":1},""Excel"":{""total_credits"":21,""LLM-instant"":8,""LLM-thinking"":8,""LLM-pro"":5},""Coding IDE"":{""total_credits"":2,""LLM-instant"":0,""LLM-thinking"":1,""LLM-pro"":1}}",5
12-01-2026,18-01-2026,NSF100743,"{""total_credits"":0,""Chat"":{""total_credits"":0,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":0},""Excel"":{""total_credits"":0,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":0},""Coding IDE"":{""total_credits"":0,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":0}}",0
12-01-2026,18-01-2026,NSF100745,"{""total_credits"":0,""Chat"":{""total_credits"":0,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":0},""Excel"":{""total_credits"":0,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":0},""Coding IDE"":{""total_credits"":0,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":0}}",0
12-01-2026,18-01-2026,NSF100750,"{""total_credits"":19,""Chat"":{""total_credits"":10,""LLM-instant"":7,""LLM-thinking"":2,""LLM-pro"":1},""Excel"":{""total_credits"":8,""LLM-instant"":2,""LLM-thinking"":3,""LLM-pro"":3},""Coding IDE"":{""total_credits"":1,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":1}}",3
12-01-2026,18-01-2026,NSF100756,"{""total_credits"":19,""Chat"":{""total_credits"":9,""LLM-instant"":7,""LLM-thinking"":2,""LLM-pro"":0},""Excel"":{""total_credits"":9,""LLM-instant"":2,""LLM-thinking"":5,""LLM-pro"":2},""Coding IDE"":{""total_credits"":1,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":1}}",4
12-01-2026,18-01-2026,NSF100759,"{""total_credits"":164,""Chat"":{""total_credits"":86,""LLM-instant"":67,""LLM-thinking"":16,""LLM-pro"":3},""Excel"":{""total_credits"":71,""LLM-instant"":15,""LLM-thinking"":37,""LLM-pro"":19},""Coding IDE"":{""total_credits"":7,""LLM-instant"":1,""LLM-thinking"":2,""LLM-pro"":4}}",21
12-01-2026,18-01-2026,NSF100760,"{""total_credits"":71,""Chat"":{""total_credits"":41,""LLM-instant"":30,""LLM-thinking"":8,""LLM-pro"":3},""Excel"":{""total_credits"":29,""LLM-instant"":6,""LLM-thinking"":17,""LLM-pro"":6},""Coding IDE"":{""total_credits"":1,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":1}}",9
12-01-2026,18-01-2026,NSF100765,"{""total_credits"":0,""Chat"":{""total_credits"":0,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":0},""Excel"":{""total_credits"":0,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":0},""Coding IDE"":{""total_credits"":0,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":0}}",0
12-01-2026,18-01-2026,NSF100778,"{""total_credits"":28,""Chat"":{""total_credits"":14,""LLM-instant"":12,""LLM-thinking"":2,""LLM-pro"":0},""Excel"":{""total_credits"":13,""LLM-instant"":4,""LLM-thinking"":6,""LLM-pro"":3},""Coding IDE"":{""total_credits"":1,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":1}}",3
12-01-2026,18-01-2026,NSF100779,"{""total_credits"":21,""Chat"":{""total_credits"":12,""LLM-instant"":10,""LLM-thinking"":2,""LLM-pro"":0},""Excel"":{""total_credits"":8,""LLM-instant"":2,""LLM-thinking"":4,""LLM-pro"":2},""Coding IDE"":{""total_credits"":1,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":1}}",3
12-01-2026,18-01-2026,NSF100782,"{""total_credits"":40,""Chat"":{""total_credits"":22,""LLM-instant"":16,""LLM-thinking"":5,""LLM-pro"":1},""Excel"":{""total_credits"":17,""LLM-instant"":5,""LLM-thinking"":7,""LLM-pro"":5},""Coding IDE"":{""total_credits"":1,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":1}}",10
12-01-2026,18-01-2026,NSF100784,"{""total_credits"":30,""Chat"":{""total_credits"":12,""LLM-instant"":10,""LLM-thinking"":2,""LLM-pro"":0},""Excel"":{""total_credits"":16,""LLM-instant"":4,""LLM-thinking"":8,""LLM-pro"":4},""Coding IDE"":{""total_credits"":2,""LLM-instant"":0,""LLM-thinking"":1,""LLM-pro"":1}}",3
12-01-2026,18-01-2026,NSF100785,"{""total_credits"":0,""Chat"":{""total_credits"":0,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":0},""Excel"":{""total_credits"":0,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":0},""Coding IDE"":{""total_credits"":0,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":0}}",0
12-01-2026,18-01-2026,NSF100788,"{""total_credits"":21,""Chat"":{""total_credits"":9,""LLM-instant"":7,""LLM-thinking"":1,""LLM-pro"":1},""Excel"":{""total_credits"":11,""LLM-instant"":3,""LLM-thinking"":4,""LLM-pro"":4},""Coding IDE"":{""total_credits"":1,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":1}}",3
12-01-2026,18-01-2026,NSF100789,"{""total_credits"":81,""Chat"":{""total_credits"":38,""LLM-instant"":25,""LLM-thinking"":10,""LLM-pro"":3},""Excel"":{""total_credits"":37,""LLM-instant"":6,""LLM-thinking"":14,""LLM-pro"":17},""Coding IDE"":{""total_credits"":6,""LLM-instant"":0,""LLM-thinking"":2,""LLM-pro"":4}}",7
12-01-2026,18-01-2026,NSF100795,"{""total_credits"":306,""Chat"":{""total_credits"":192,""LLM-instant"":122,""LLM-thinking"":58,""LLM-pro"":12},""Excel"":{""total_credits"":102,""LLM-instant"":19,""LLM-thinking"":52,""LLM-pro"":31},""Coding IDE"":{""total_credits"":12,""LLM-instant"":2,""LLM-thinking"":3,""LLM-pro"":7}}",42
12-01-2026,18-01-2026,NSF100796,"{""total_credits"":113,""Chat"":{""total_credits"":61,""LLM-instant"":42,""LLM-thinking"":14,""LLM-pro"":5},""Excel"":{""total_credits"":47,""LLM-instant"":12,""LLM-thinking"":25,""LLM-pro"":10},""Coding IDE"":{""total_credits"":5,""LLM-instant"":1,""LLM-thinking"":2,""LLM-pro"":2}}",13
12-01-2026,18-01-2026,NSF100803,"{""total_credits"":138,""Chat"":{""total_credits"":62,""LLM-instant"":47,""LLM-thinking"":11,""LLM-pro"":4},""Excel"":{""total_credits"":73,""LLM-instant"":11,""LLM-thinking"":32,""LLM-pro"":30},""Coding IDE"":{""total_credits"":3,""LLM-instant"":0,""LLM-thinking"":1,""LLM-pro"":2}}",12
12-01-2026,18-01-2026,NSF100807,"{""total_credits"":221,""Chat"":{""total_credits"":67,""LLM-instant"":41,""LLM-thinking"":19,""LLM-pro"":7},""Excel"":{""total_credits"":108,""LLM-instant"":26,""LLM-thinking"":43,""LLM-pro"":39},""Coding IDE"":{""total_credits"":46,""LLM-instant"":8,""LLM-thinking"":15,""LLM-pro"":23}}",39
12-01-2026,18-01-2026,NSF100809,"{""total_credits"":29,""Chat"":{""total_credits"":15,""LLM-instant"":13,""LLM-thinking"":2,""LLM-pro"":0},""Excel"":{""total_credits"":10,""LLM-instant"":4,""LLM-thinking"":5,""LLM-pro"":1},""Coding IDE"":{""total_credits"":4,""LLM-instant"":1,""LLM-thinking"":1,""LLM-pro"":2}}",3
12-01-2026,18-01-2026,NSF100810,"{""total_credits"":49,""Chat"":{""total_credits"":24,""LLM-instant"":19,""LLM-thinking"":3,""LLM-pro"":2},""Excel"":{""total_credits"":17,""LLM-instant"":5,""LLM-thinking"":9,""LLM-pro"":3},""Coding IDE"":{""total_credits"":8,""LLM-instant"":1,""LLM-thinking"":3,""LLM-pro"":4}}",8
12-01-2026,18-01-2026,NSF100811,"{""total_credits"":24,""Chat"":{""total_credits"":12,""LLM-instant"":9,""LLM-thinking"":2,""LLM-pro"":1},""Excel"":{""total_credits"":7,""LLM-instant"":2,""LLM-thinking"":3,""LLM-pro"":2},""Coding IDE"":{""total_credits"":5,""LLM-instant"":1,""LLM-thinking"":2,""LLM-pro"":2}}",1
12-01-2026,18-01-2026,NSF100812,"{""total_credits"":6,""Chat"":{""total_credits"":5,""LLM-instant"":4,""LLM-thinking"":1,""LLM-pro"":0},""Excel"":{""total_credits"":1,""LLM-instant"":0,""LLM-thinking"":1,""LLM-pro"":0},""Coding IDE"":{""total_credits"":0,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":0}}",4
12-01-2026,18-01-2026,NSF100814,"{""total_credits"":31,""Chat"":{""total_credits"":18,""LLM-instant"":14,""LLM-thinking"":3,""LLM-pro"":1},""Excel"":{""total_credits"":8,""LLM-instant"":3,""LLM-thinking"":3,""LLM-pro"":2},""Coding IDE"":{""total_credits"":5,""LLM-instant"":0,""LLM-thinking"":2,""LLM-pro"":3}}",4
12-01-2026,18-01-2026,NSF100815,"{""total_credits"":282,""Chat"":{""total_credits"":116,""LLM-instant"":79,""LLM-thinking"":22,""LLM-pro"":15},""Excel"":{""total_credits"":94,""LLM-instant"":25,""LLM-thinking"":47,""LLM-pro"":22},""Coding IDE"":{""total_credits"":72,""LLM-instant"":6,""LLM-thinking"":33,""LLM-pro"":33}}",30
12-01-2026,18-01-2026,NSF100816,"{""total_credits"":151,""Chat"":{""total_credits"":77,""LLM-instant"":58,""LLM-thinking"":12,""LLM-pro"":7},""Excel"":{""total_credits"":49,""LLM-instant"":18,""LLM-thinking"":17,""LLM-pro"":14},""Coding IDE"":{""total_credits"":25,""LLM-instant"":2,""LLM-thinking"":8,""LLM-pro"":15}}",15
12-01-2026,18-01-2026,NSF100817,"{""total_credits"":65,""Chat"":{""total_credits"":33,""LLM-instant"":24,""LLM-thinking"":8,""LLM-pro"":1},""Excel"":{""total_credits"":21,""LLM-instant"":6,""LLM-thinking"":10,""LLM-pro"":5},""Coding IDE"":{""total_credits"":11,""LLM-instant"":2,""LLM-thinking"":4,""LLM-pro"":5}}",7
12-01-2026,18-01-2026,NSF100818,"{""total_credits"":152,""Chat"":{""total_credits"":72,""LLM-instant"":54,""LLM-thinking"":16,""LLM-pro"":2},""Excel"":{""total_credits"":48,""LLM-instant"":11,""LLM-thinking"":22,""LLM-pro"":15},""Coding IDE"":{""total_credits"":32,""LLM-instant"":4,""LLM-thinking"":13,""LLM-pro"":15}}",24
12-01-2026,18-01-2026,NSF100819,"{""total_credits"":47,""Chat"":{""total_credits"":20,""LLM-instant"":14,""LLM-thinking"":5,""LLM-pro"":1},""Excel"":{""total_credits"":21,""LLM-instant"":9,""LLM-thinking"":7,""LLM-pro"":5},""Coding IDE"":{""total_credits"":6,""LLM-instant"":1,""LLM-thinking"":3,""LLM-pro"":2}}",10
12-01-2026,18-01-2026,NSF100822,"{""total_credits"":216,""Chat"":{""total_credits"":103,""LLM-instant"":65,""LLM-thinking"":26,""LLM-pro"":12},""Excel"":{""total_credits"":57,""LLM-instant"":23,""LLM-thinking"":26,""LLM-pro"":8},""Coding IDE"":{""total_credits"":56,""LLM-instant"":9,""LLM-thinking"":23,""LLM-pro"":24}}",34
12-01-2026,18-01-2026,NSF100826,"{""total_credits"":62,""Chat"":{""total_credits"":27,""LLM-instant"":19,""LLM-thinking"":7,""LLM-pro"":1},""Excel"":{""total_credits"":25,""LLM-instant"":8,""LLM-thinking"":12,""LLM-pro"":5},""Coding IDE"":{""total_credits"":10,""LLM-instant"":1,""LLM-thinking"":4,""LLM-pro"":5}}",4
12-01-2026,18-01-2026,NSF100830,"{""total_credits"":91,""Chat"":{""total_credits"":41,""LLM-instant"":33,""LLM-thinking"":5,""LLM-pro"":3},""Excel"":{""total_credits"":32,""LLM-instant"":7,""LLM-thinking"":18,""LLM-pro"":7},""Coding IDE"":{""total_credits"":18,""LLM-instant"":2,""LLM-thinking"":8,""LLM-pro"":8}}",15
12-01-2026,18-01-2026,NSF100834,"{""total_credits"":36,""Chat"":{""total_credits"":15,""LLM-instant"":11,""LLM-thinking"":3,""LLM-pro"":1},""Excel"":{""total_credits"":14,""LLM-instant"":6,""LLM-thinking"":6,""LLM-pro"":2},""Coding IDE"":{""total_credits"":7,""LLM-instant"":0,""LLM-thinking"":3,""LLM-pro"":4}}",6
12-01-2026,18-01-2026,NSF100835,"{""total_credits"":40,""Chat"":{""total_credits"":19,""LLM-instant"":16,""LLM-thinking"":2,""LLM-pro"":1},""Excel"":{""total_credits"":14,""LLM-instant"":5,""LLM-thinking"":6,""LLM-pro"":3},""Coding IDE"":{""total_credits"":7,""LLM-instant"":1,""LLM-thinking"":3,""LLM-pro"":3}}",6
12-01-2026,18-01-2026,NSF100836,"{""total_credits"":41,""Chat"":{""total_credits"":17,""LLM-instant"":14,""LLM-thinking"":2,""LLM-pro"":1},""Excel"":{""total_credits"":15,""LLM-instant"":4,""LLM-thinking"":8,""LLM-pro"":3},""Coding IDE"":{""total_credits"":9,""LLM-instant"":1,""LLM-thinking"":3,""LLM-pro"":5}}",10
12-01-2026,18-01-2026,NSF100838,"{""total_credits"":79,""Chat"":{""total_credits"":40,""LLM-instant"":27,""LLM-thinking"":11,""LLM-pro"":2},""Excel"":{""total_credits"":27,""LLM-instant"":10,""LLM-thinking"":10,""LLM-pro"":7},""Coding IDE"":{""total_credits"":12,""LLM-instant"":2,""LLM-thinking"":4,""LLM-pro"":6}}",8
12-01-2026,18-01-2026,NSF100842,"{""total_credits"":85,""Chat"":{""total_credits"":44,""LLM-instant"":30,""LLM-thinking"":8,""LLM-pro"":6},""Excel"":{""total_credits"":26,""LLM-instant"":9,""LLM-thinking"":12,""LLM-pro"":5},""Coding IDE"":{""total_credits"":15,""LLM-instant"":3,""LLM-thinking"":5,""LLM-pro"":7}}",10
12-01-2026,18-01-2026,NSF100845,"{""total_credits"":353,""Chat"":{""total_credits"":150,""LLM-instant"":108,""LLM-thinking"":38,""LLM-pro"":4},""Excel"":{""total_credits"":109,""LLM-instant"":39,""LLM-thinking"":49,""LLM-pro"":21},""Coding IDE"":{""total_credits"":94,""LLM-instant"":7,""LLM-thinking"":40,""LLM-pro"":47}}",27
12-01-2026,18-01-2026,NSF100846,"{""total_credits"":55,""Chat"":{""total_credits"":22,""LLM-instant"":17,""LLM-thinking"":4,""LLM-pro"":1},""Excel"":{""total_credits"":22,""LLM-instant"":8,""LLM-thinking"":10,""LLM-pro"":4},""Coding IDE"":{""total_credits"":11,""LLM-instant"":1,""LLM-thinking"":4,""LLM-pro"":6}}",10
12-01-2026,18-01-2026,NSF100847,"{""total_credits"":54,""Chat"":{""total_credits"":24,""LLM-instant"":18,""LLM-thinking"":5,""LLM-pro"":1},""Excel"":{""total_credits"":20,""LLM-instant"":7,""LLM-thinking"":10,""LLM-pro"":3},""Coding IDE"":{""total_credits"":10,""LLM-instant"":1,""LLM-thinking"":4,""LLM-pro"":5}}",8
12-01-2026,18-01-2026,NSF100848,"{""total_credits"":59,""Chat"":{""total_credits"":33,""LLM-instant"":22,""LLM-thinking"":9,""LLM-pro"":2},""Excel"":{""total_credits"":15,""LLM-instant"":5,""LLM-thinking"":5,""LLM-pro"":5},""Coding IDE"":{""total_credits"":11,""LLM-instant"":2,""LLM-thinking"":5,""LLM-pro"":4}}",5
12-01-2026,18-01-2026,NSF100849,"{""total_credits"":85,""Chat"":{""total_credits"":40,""LLM-instant"":25,""LLM-thinking"":13,""LLM-pro"":2},""Excel"":{""total_credits"":29,""LLM-instant"":10,""LLM-thinking"":10,""LLM-pro"":9},""Coding IDE"":{""total_credits"":16,""LLM-instant"":2,""LLM-thinking"":5,""LLM-pro"":9}}",9
12-01-2026,18-01-2026,NSF100850,"{""total_credits"":77,""Chat"":{""total_credits"":44,""LLM-instant"":32,""LLM-thinking"":11,""LLM-pro"":1},""Excel"":{""total_credits"":21,""LLM-instant"":9,""LLM-thinking"":10,""LLM-pro"":2},""Coding IDE"":{""total_credits"":12,""LLM-instant"":2,""LLM-thinking"":4,""LLM-pro"":6}}",10
12-01-2026,18-01-2026,NSF100851,"{""total_credits"":0,""Chat"":{""total_credits"":0,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":0},""Excel"":{""total_credits"":0,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":0},""Coding IDE"":{""total_credits"":0,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":0}}",0
12-01-2026,18-01-2026,NSF100854,"{""total_credits"":34,""Chat"":{""total_credits"":14,""LLM-instant"":10,""LLM-thinking"":3,""LLM-pro"":1},""Excel"":{""total_credits"":14,""LLM-instant"":5,""LLM-thinking"":6,""LLM-pro"":3},""Coding IDE"":{""total_credits"":6,""LLM-instant"":0,""LLM-thinking"":3,""LLM-pro"":3}}",2
12-01-2026,18-01-2026,NSF100857,"{""total_credits"":129,""Chat"":{""total_credits"":57,""LLM-instant"":42,""LLM-thinking"":14,""LLM-pro"":1},""Excel"":{""total_credits"":49,""LLM-instant"":12,""LLM-thinking"":18,""LLM-pro"":19},""Coding IDE"":{""total_credits"":23,""LLM-instant"":2,""LLM-thinking"":6,""LLM-pro"":15}}",20
12-01-2026,18-01-2026,NSF100858,"{""total_credits"":54,""Chat"":{""total_credits"":28,""LLM-instant"":23,""LLM-thinking"":3,""LLM-pro"":2},""Excel"":{""total_credits"":19,""LLM-instant"":7,""LLM-thinking"":8,""LLM-pro"":4},""Coding IDE"":{""total_credits"":7,""LLM-instant"":1,""LLM-thinking"":4,""LLM-pro"":2}}",5
12-01-2026,18-01-2026,NSF100860,"{""total_credits"":78,""Chat"":{""total_credits"":36,""LLM-instant"":30,""LLM-thinking"":5,""LLM-pro"":1},""Excel"":{""total_credits"":25,""LLM-instant"":11,""LLM-thinking"":10,""LLM-pro"":4},""Coding IDE"":{""total_credits"":17,""LLM-instant"":1,""LLM-thinking"":9,""LLM-pro"":7}}",9
12-01-2026,18-01-2026,NSF100861,"{""total_credits"":51,""Chat"":{""total_credits"":18,""LLM-instant"":11,""LLM-thinking"":4,""LLM-pro"":3},""Excel"":{""total_credits"":26,""LLM-instant"":8,""LLM-thinking"":12,""LLM-pro"":6},""Coding IDE"":{""total_credits"":7,""LLM-instant"":0,""LLM-thinking"":3,""LLM-pro"":4}}",4
12-01-2026,18-01-2026,NSF100862,"{""total_credits"":164,""Chat"":{""total_credits"":76,""LLM-instant"":59,""LLM-thinking"":15,""LLM-pro"":2},""Excel"":{""total_credits"":53,""LLM-instant"":15,""LLM-thinking"":26,""LLM-pro"":12},""Coding IDE"":{""total_credits"":35,""LLM-instant"":5,""LLM-thinking"":9,""LLM-pro"":21}}",19
12-01-2026,18-01-2026,NSF100863,"{""total_credits"":272,""Chat"":{""total_credits"":129,""LLM-instant"":100,""LLM-thinking"":23,""LLM-pro"":6},""Excel"":{""total_credits"":83,""LLM-instant"":19,""LLM-thinking"":37,""LLM-pro"":27},""Coding IDE"":{""total_credits"":60,""LLM-instant"":8,""LLM-thinking"":25,""LLM-pro"":27}}",33
12-01-2026,18-01-2026,NSF100864,"{""total_credits"":67,""Chat"":{""total_credits"":33,""LLM-instant"":28,""LLM-thinking"":4,""LLM-pro"":1},""Excel"":{""total_credits"":18,""LLM-instant"":5,""LLM-thinking"":10,""LLM-pro"":3},""Coding IDE"":{""total_credits"":16,""LLM-instant"":2,""LLM-thinking"":6,""LLM-pro"":8}}",5
12-01-2026,18-01-2026,NSF100866,"{""total_credits"":28,""Chat"":{""total_credits"":13,""LLM-instant"":11,""LLM-thinking"":2,""LLM-pro"":0},""Excel"":{""total_credits"":9,""LLM-instant"":3,""LLM-thinking"":4,""LLM-pro"":2},""Coding IDE"":{""total_credits"":6,""LLM-instant"":1,""LLM-thinking"":2,""LLM-pro"":3}}",2
12-01-2026,18-01-2026,NSF100867,"{""total_credits"":85,""Chat"":{""total_credits"":36,""LLM-instant"":20,""LLM-thinking"":13,""LLM-pro"":3},""Excel"":{""total_credits"":36,""LLM-instant"":10,""LLM-thinking"":12,""LLM-pro"":14},""Coding IDE"":{""total_credits"":13,""LLM-instant"":0,""LLM-thinking"":5,""LLM-pro"":8}}",4
12-01-2026,18-01-2026,NSF100869,"{""total_credits"":29,""Chat"":{""total_credits"":12,""LLM-instant"":9,""LLM-thinking"":3,""LLM-pro"":0},""Excel"":{""total_credits"":13,""LLM-instant"":4,""LLM-thinking"":6,""LLM-pro"":3},""Coding IDE"":{""total_credits"":4,""LLM-instant"":1,""LLM-thinking"":2,""LLM-pro"":1}}",2
12-01-2026,18-01-2026,NSF100875,"{""total_credits"":68,""Chat"":{""total_credits"":32,""LLM-instant"":24,""LLM-thinking"":7,""LLM-pro"":1},""Excel"":{""total_credits"":24,""LLM-instant"":11,""LLM-thinking"":11,""LLM-pro"":2},""Coding IDE"":{""total_credits"":12,""LLM-instant"":3,""LLM-thinking"":5,""LLM-pro"":4}}",8
12-01-2026,18-01-2026,NSF100877,"{""total_credits"":58,""Chat"":{""total_credits"":24,""LLM-instant"":17,""LLM-thinking"":6,""LLM-pro"":1},""Excel"":{""total_credits"":20,""LLM-instant"":6,""LLM-thinking"":11,""LLM-pro"":3},""Coding IDE"":{""total_credits"":14,""LLM-instant"":1,""LLM-thinking"":6,""LLM-pro"":7}}",9
12-01-2026,18-01-2026,NSF100879,"{""total_credits"":35,""Chat"":{""total_credits"":18,""LLM-instant"":14,""LLM-thinking"":4,""LLM-pro"":0},""Excel"":{""total_credits"":12,""LLM-instant"":4,""LLM-thinking"":6,""LLM-pro"":2},""Coding IDE"":{""total_credits"":5,""LLM-instant"":1,""LLM-thinking"":2,""LLM-pro"":2}}",7
12-01-2026,18-01-2026,NSF100881,"{""total_credits"":67,""Chat"":{""total_credits"":28,""LLM-instant"":22,""LLM-thinking"":5,""LLM-pro"":1},""Excel"":{""total_credits"":24,""LLM-instant"":9,""LLM-thinking"":9,""LLM-pro"":6},""Coding IDE"":{""total_credits"":15,""LLM-instant"":2,""LLM-thinking"":7,""LLM-pro"":6}}",7
12-01-2026,18-01-2026,NSF100882,"{""total_credits"":62,""Chat"":{""total_credits"":32,""LLM-instant"":27,""LLM-thinking"":3,""LLM-pro"":2},""Excel"":{""total_credits"":17,""LLM-instant"":5,""LLM-thinking"":9,""LLM-pro"":3},""Coding IDE"":{""total_credits"":13,""LLM-instant"":3,""LLM-thinking"":4,""LLM-pro"":6}}",7
12-01-2026,18-01-2026,NSF100884,"{""total_credits"":57,""Chat"":{""total_credits"":33,""LLM-instant"":26,""LLM-thinking"":6,""LLM-pro"":1},""Excel"":{""total_credits"":17,""LLM-instant"":6,""LLM-thinking"":9,""LLM-pro"":2},""Coding IDE"":{""total_credits"":7,""LLM-instant"":1,""LLM-thinking"":3,""LLM-pro"":3}}",7
12-01-2026,18-01-2026,NSF100886,"{""total_credits"":64,""Chat"":{""total_credits"":29,""LLM-instant"":24,""LLM-thinking"":5,""LLM-pro"":0},""Excel"":{""total_credits"":19,""LLM-instant"":5,""LLM-thinking"":10,""LLM-pro"":4},""Coding IDE"":{""total_credits"":16,""LLM-instant"":1,""LLM-thinking"":6,""LLM-pro"":9}}",7
12-01-2026,18-01-2026,NSF100887,"{""total_credits"":47,""Chat"":{""total_credits"":22,""LLM-instant"":19,""LLM-thinking"":3,""LLM-pro"":0},""Excel"":{""total_credits"":16,""LLM-instant"":6,""LLM-thinking"":6,""LLM-pro"":4},""Coding IDE"":{""total_credits"":9,""LLM-instant"":1,""LLM-thinking"":4,""LLM-pro"":4}}",10
12-01-2026,18-01-2026,NSF100891,"{""total_credits"":75,""Chat"":{""total_credits"":27,""LLM-instant"":18,""LLM-thinking"":7,""LLM-pro"":2},""Excel"":{""total_credits"":32,""LLM-instant"":13,""LLM-thinking"":11,""LLM-pro"":8},""Coding IDE"":{""total_credits"":16,""LLM-instant"":3,""LLM-thinking"":6,""LLM-pro"":7}}",8
12-01-2026,18-01-2026,NSF100894,"{""total_credits"":166,""Chat"":{""total_credits"":74,""LLM-instant"":57,""LLM-thinking"":14,""LLM-pro"":3},""Excel"":{""total_credits"":47,""LLM-instant"":15,""LLM-thinking"":22,""LLM-pro"":10},""Coding IDE"":{""total_credits"":45,""LLM-instant"":5,""LLM-thinking"":20,""LLM-pro"":20}}",15
12-01-2026,18-01-2026,NSF100896,"{""total_credits"":182,""Chat"":{""total_credits"":79,""LLM-instant"":59,""LLM-thinking"":17,""LLM-pro"":3},""Excel"":{""total_credits"":58,""LLM-instant"":17,""LLM-thinking"":33,""LLM-pro"":8},""Coding IDE"":{""total_credits"":45,""LLM-instant"":6,""LLM-thinking"":18,""LLM-pro"":21}}",38
12-01-2026,18-01-2026,NSF100898,"{""total_credits"":353,""Chat"":{""total_credits"":151,""LLM-instant"":111,""LLM-thinking"":28,""LLM-pro"":12},""Excel"":{""total_credits"":123,""LLM-instant"":46,""LLM-thinking"":49,""LLM-pro"":28},""Coding IDE"":{""total_credits"":79,""LLM-instant"":14,""LLM-thinking"":34,""LLM-pro"":31}}",37
12-01-2026,18-01-2026,NSF100899,"{""total_credits"":50,""Chat"":{""total_credits"":22,""LLM-instant"":17,""LLM-thinking"":4,""LLM-pro"":1},""Excel"":{""total_credits"":17,""LLM-instant"":7,""LLM-thinking"":6,""LLM-pro"":4},""Coding IDE"":{""total_credits"":11,""LLM-instant"":1,""LLM-thinking"":5,""LLM-pro"":5}}",9
12-01-2026,18-01-2026,NSF100901,"{""total_credits"":47,""Chat"":{""total_credits"":36,""LLM-instant"":26,""LLM-thinking"":9,""LLM-pro"":1},""Excel"":{""total_credits"":11,""LLM-instant"":3,""LLM-thinking"":5,""LLM-pro"":3},""Coding IDE"":{""total_credits"":0,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":0}}",8
12-01-2026,18-01-2026,NSF100903,"{""total_credits"":4,""Chat"":{""total_credits"":3,""LLM-instant"":3,""LLM-thinking"":0,""LLM-pro"":0},""Excel"":{""total_credits"":1,""LLM-instant"":0,""LLM-thinking"":1,""LLM-pro"":0},""Coding IDE"":{""total_credits"":0,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":0}}",1
12-01-2026,18-01-2026,NSF100905,"{""total_credits"":18,""Chat"":{""total_credits"":15,""LLM-instant"":12,""LLM-thinking"":3,""LLM-pro"":0},""Excel"":{""total_credits"":3,""LLM-instant"":1,""LLM-thinking"":1,""LLM-pro"":1},""Coding IDE"":{""total_credits"":0,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":0}}",1
12-01-2026,18-01-2026,NSF100908,"{""total_credits"":26,""Chat"":{""total_credits"":23,""LLM-instant"":18,""LLM-thinking"":4,""LLM-pro"":1},""Excel"":{""total_credits"":3,""LLM-instant"":1,""LLM-thinking"":1,""LLM-pro"":1},""Coding IDE"":{""total_credits"":0,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":0}}",4
12-01-2026,18-01-2026,NSF100911,"{""total_credits"":44,""Chat"":{""total_credits"":37,""LLM-instant"":27,""LLM-thinking"":8,""LLM-pro"":2},""Excel"":{""total_credits"":7,""LLM-instant"":2,""LLM-thinking"":2,""LLM-pro"":3},""Coding IDE"":{""total_credits"":0,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":0}}",8
12-01-2026,18-01-2026,NSF100914,"{""total_credits"":3,""Chat"":{""total_credits"":2,""LLM-instant"":2,""LLM-thinking"":0,""LLM-pro"":0},""Excel"":{""total_credits"":1,""LLM-instant"":0,""LLM-thinking"":1,""LLM-pro"":0},""Coding IDE"":{""total_credits"":0,""LLM-instant"":0,""LLM-thinking"":0,""LLM-pro"":0}}",3
